School Name,Suburb,State,Postcode,Type,Sector,ACARA ID
"Aspect Macarthur School, Northern Rivers Coffs Harbour",Coffs Harbour,NSW,2450,Special,Non-Gov,52364
"Aspect Macarthur School, West Hoxton",West Hoxton,NSW,2171,Special,Non-Gov,50433
Aspect Riverina School,Albury,NSW,2640,Special,Non-Gov,50249
"Aspect Riverina School, Kiewa Street Albury Campus",Albury,NSW,2640,Special,Non-Gov,50605
"Aspect Riverina School, Moresby Park Centre",North Albury,NSW,2640,Special,Non-Gov,52638
"Aspect Riverina School, North Albury Campus",Albury,NSW,2640,Special,Non-Gov,50606
"Aspect Riverina School, Wagga Campus",Wagga Wagga,NSW,2678,Special,Non-Gov,53219
Aspect South Coast School,Corrimal,NSW,2518,Special,Non-Gov,43813
"Aspect South Coast School, Albion Park",Albion Park,NSW,2527,Special,Non-Gov,53110
"Aspect South Coast School, Barrack Heights",Barrack Heights,NSW,2528,Special,Non-Gov,52079
"Aspect South Coast School, Unanderra",Unanderra,NSW,2526,Special,Non-Gov,53111
"Aspect South Coast School, Wollongong University",Wollongong,NSW,2522,Special,Non-Gov,53277
Aspect South East Sydney School,Peakhurst,NSW,2210,Special,Non-Gov,43927
"Aspect South East Sydney School, Auburn",Auburn,NSW,2144,Special,Non-Gov,52067
"Aspect South East Sydney School, Belfield",Belfield,NSW,2191,Special,Non-Gov,52355
"Aspect South East Sydney School, Caringbah",Caringbah,NSW,2229,Special,Non-Gov,52356
"Aspect South East Sydney School, Croydon",Croydon,NSW,2132,Special,Non-Gov,53218
"Aspect South East Sydney School, Hurstville",Hurstville,NSW,2220,Special,Non-Gov,52357
"Aspect South East Sydney School, Kareela",Kareela,NSW,2232,Special,Non-Gov,52358
"Aspect South East Sydney School, Leichhardt",Leichhardt,NSW,2040,Special,Non-Gov,52359
"Aspect South East Sydney School, Loftus",Loftus,NSW,2232,Special,Non-Gov,52998
"Aspect South East Sydney School, Maroubra",Maroubra,NSW,2035,Special,Non-Gov,52360
"Aspect South East Sydney School, Marrickville",Marrickville,NSW,2204,Special,Non-Gov,40897
"Aspect South East Sydney School, Menai",Menai,NSW,2234,Special,Non-Gov,52361
"Aspect South East Sydney School, Regents Park",Regents Park,NSW,2143,Special,Non-Gov,52362
Aspect Treetop School,Ashford,SA,5035,Special,Non-Gov,52404
Aspect Vern Barnett School,Forestville,NSW,2087,Special,Non-Gov,43769
"Aspect Vern Barnett School, Eastwood",Eastwood,NSW,2122,Special,Non-Gov,52322
"Aspect Vern Barnett School, Forestville",Forestville,NSW,2087,Special,Non-Gov,52059
"Aspect Vern Barnett School, Lane Cove",Lane Cove,NSW,2066,Special,Non-Gov,52319
"Aspect Vern Barnett School, Mona Vale",Mona Vale,NSW,2103,Special,Non-Gov,52320
"Aspect Vern Barnett School, St Ives",St Ives,NSW,2075,Special,Non-Gov,52321
Aspect Western Sydney School,Wetherill Park,NSW,2164,Special,Non-Gov,43823
Aspect Western Sydney School - Aspect Hills Shire Campus,Gables,NSW,2765,Special,Non-Gov,53420
"Aspect Western Sydney School, Blacktown",Blacktown,NSW,2148,Special,Non-Gov,52068
"Aspect Western Sydney School, Bourke Street, Richmond",Richmond,NSW,2753,Special,Non-Gov,52339
"Aspect Western Sydney School, Castle Hill",Castle Hill,NSW,2154,Special,Non-Gov,52341
"Aspect Western Sydney School, Kemps Creek - Emmaus",Kemps Creek,NSW,2178,Special,Non-Gov,52343
"Aspect Western Sydney School, Kemps Creek - Trinity",Kemps Creek,NSW,2178,Special,Non-Gov,52344
"Aspect Western Sydney School, Quakers Road, Marayong",Marayong,NSW,2148,Special,Non-Gov,52346
"Aspect Western Sydney School, Schofields",Schofields,NSW,2762,Special,Non-Gov,52347
"Aspect Western Sydney School, Smithfield",Smithfield,NSW,2164,Special,Non-Gov,52348
"Aspect Western Sydney School, Springwood",Springwood,NSW,2777,Special,Non-Gov,52349
"Aspect Western Sydney School, St Andrews College Senior Campus",Marayong,NSW,2148,Special,Non-Gov,52999
"Aspect Western Sydney School, St Joseph's",Schofields,NSW,2762,Special,Non-Gov,52350
"Aspect Western Sydney School, St Thomas Aquinas",Springwood,NSW,2777,Special,Non-Gov,52351
"Aspect Western Sydney School, Windsor Street, Richmond",Richmond,NSW,2753,Special,Non-Gov,52352
Aspendale Gardens Primary School,Aspendale Gardens,VIC,3195,Primary,Gov,45153
Aspendale Primary School,Aspendale,VIC,3195,Primary,Gov,44722
Aspiri Primary School,Piara Waters,WA,6112,Primary,Gov,52579
Aspley East State School,Aspley,QLD,4034,Primary,Gov,46985
Aspley Special School,Aspley,QLD,4034,Special,Gov,47597
Aspley State High School,Aspley,QLD,4034,Secondary,Gov,47464
Aspley State School,Aspley,QLD,4034,Primary,Gov,46813
Asquith High School,Asquith,NSW,2077,Secondary,Gov,41326
Asquith Public School,Asquith,NSW,2077,Primary,Gov,41196
Assisi Catholic College,Upper Coomera,QLD,4209,Combined,Non-Gov,47859
Assumption Catholic Primary School,Mandurah,WA,6210,Primary,Non-Gov,48977
Assumption College,Warwick,QLD,4370,Secondary,Non-Gov,47894
Assumption College,Kilmore,VIC,3764,Secondary,Non-Gov,45647
Athelstane Public School,Arncliffe,NSW,2205,Primary,Gov,41059
Athelstone School,Athelstone,SA,5076,Primary,Gov,49311
Atherton State High School,Atherton,QLD,4883,Secondary,Gov,47445
Atherton State School,Atherton,QLD,4883,Primary,Gov,46895
Athol Road Primary School,Springvale South,VIC,3172,Primary,Gov,45281
Atlantis Beach Baptist College,Two Rocks,WA,6037,Combined,Non-Gov,52488
Attadale Primary School,Attadale,WA,6156,Primary,Gov,48274
Attunga Public School,Attunga,NSW,2345,Primary,Gov,42413
Atwell College,Atwell,WA,6164,Secondary,Gov,48260
Atwell Primary School,Atwell,WA,6164,Primary,Gov,48746
Aubin Grove Primary School,Aubin Grove,WA,6164,Primary,Gov,50315
Auburn Girls High School,Auburn,NSW,2144,Secondary,Gov,41571
Auburn High School,Hawthorn East,VIC,3123,Secondary,Gov,50684
Auburn North Public School,Auburn,NSW,2144,Primary,Gov,41355
Auburn Primary School,Hawthorn East,VIC,3123,Primary,Gov,44532
Auburn Primary School,Auburn,SA,5451,Primary,Gov,49315
Auburn Public School,Auburn,NSW,2144,Primary,Gov,41551
Auburn South Primary School,Hawthorn East,VIC,3123,Primary,Gov,44721
Auburn West Public School,Auburn,NSW,2144,Primary,Gov,41356
Augathella State School,Augathella,QLD,4477,Primary,Gov,46655
Augusta Park Primary School,Port Augusta,SA,5700,Primary,Gov,49555
Augusta Primary School,Augusta,WA,6290,Primary,Gov,48275
Augusta State School,Augustine Heights,QLD,4300,Primary,Gov,50254
Aunty Agnes Shea High School,Taylor,ACT,2913,Secondary,Gov,53251
Aurora College,Lane Cove North,NSW,2066,Secondary,Gov,51456
Aurora School,Blackburn South,VIC,3130,Special,Gov,40737
Aurora Southern Highlands Steiner School,Bowral,NSW,2576,Combined,Non-Gov,50562
Aurukun State School,Aurukun,QLD,4892,Combined,Gov,46598
Austin Cove Baptist College - California Crescent Campus,South Yunderup,WA,6208,Combined,Non-Gov,52489
Austin Hospital School,Heidelberg,VIC,3084,Special,Gov,52124
Austinmer Public School,Austinmer,NSW,2515,Primary,Gov,42718
Austins Ferry Primary School,Claremont,TAS,7011,Primary,Gov,50262
Austral Public School,Austral,NSW,2179,Primary,Gov,41357
Australia Street Infants School,Newtown,NSW,2042,Primary,Gov,40492
Australian Christian College - Benalla,Benalla,VIC,3672,Combined,Non-Gov,46281
Australian Christian College - Swan Hill,Swan Hill,VIC,3585,Combined,Non-Gov,53566
Australian Christian College Casey,Skye,VIC,3977,Combined,Non-Gov,53243
Australian Christian College Victoria - Echuca,Echuca,VIC,3564,Combined,Non-Gov,53456
Australian Christian College Victoria - Online,Benalla,VIC,3672,Combined,Non-Gov,53457
Australian Christian College - Burnie,Somerset,TAS,7322,Combined,Non-Gov,40231
Australian Christian College - Darling Downs,Brookdale,WA,6112,Combined,Non-Gov,49060
Australian Christian College - Hobart,Geilston Bay,TAS,7015,Combined,Non-Gov,40273
Australian Christian College - Launceston,Newnham,TAS,7248,Combined,Non-Gov,40269
Australian Christian College - Marsden Park,Riverstone,NSW,2765,Combined,Non-Gov,50240
Australian Christian College - Moreton,Caboolture,QLD,4510,Combined,Non-Gov,47952
Australian Christian College - Singleton,Singleton,NSW,2330,Combined,Non-Gov,44029
Australian Christian College - Southlands,Albany,WA,6330,Combined,Non-Gov,49125
Australian International Academy of Education,Coburg,VIC,3058,Combined,Non-Gov,46297
Australian International Academy of Education - Caroline Springs Primary Campus,Caroline Springs,VIC,3023,Combined,Non-Gov,53122
Australian International Academy of Education - Caroline Springs Senior Campus,Caroline Springs,VIC,3023,Combined,Non-Gov,50724
Australian International Academy of Education - Senior Campus,Coburg North,VIC,3058,Combined,Non-Gov,46298
"Australian International Academy, Kellyville Campus",North Kellyville,NSW,2155,Combined,Non-Gov,50729
"Australian International Academy, Sydney, Strathfield Campus",Strathfield,NSW,2135,Combined,Non-Gov,43940
Australian International High School,Sydney,NSW,2000,Secondary,Non-Gov,50381
Australian International Islamic College,Durack,QLD,4077,Combined,Non-Gov,47989
Australian International Islamic College - Buranda Campus,Buranda,QLD,4102,Combined,Non-Gov,50717
Australian International Islamic College - Carrara Campus,Carrara,QLD,4211,Combined,Non-Gov,40980
Australian International Islamic College - Logan Reserve Campus,Logan Reserve,QLD,4133,Combined,Non-Gov,53100
Australian International Islamic College Darwin,Berrimah,NT,828,Primary,Non-Gov,53112
Australian Islamic Centre College,Newport,VIC,3015,Primary,Non-Gov,53338
Australian Islamic College (Dianella),Dianella,WA,6059,Combined,Non-Gov,49103
Australian Islamic College (Forrestdale),Forrestdale,WA,6112,Combined,Non-Gov,53207
Australian Islamic College (Henley Brook),Henley Brook,WA,6055,Combined,Non-Gov,53208
Australian Islamic College (Kewdale),Kewdale,WA,6105,Combined,Non-Gov,49128
Australian Islamic College (Thornlie),Thornlie,WA,6108,Combined,Non-Gov,49079
Australian Islamic College Adelaide,West Croydon,SA,5008,Combined,Non-Gov,52575
Australian Islamic College of Sydney,Mount Druitt,NSW,2770,Combined,Non-Gov,43937
Australian Islamic College of Sydney Senior School,Rooty Hill,NSW,2766,Secondary,Non-Gov,53000
Australian Performing Arts Grammar School,Glebe,NSW,2037,Secondary,Non-Gov,43756
Australian Science and Mathematics School,Bedford Park,SA,5042,Secondary,Gov,40683
Australian Science and Mathematics School - Tonsley Technical College,Tonsley,SA,5042,Secondary,Gov,53567
Australian Technology and Agricultural College,North Maclean,QLD,4280,Secondary,Non-Gov,52454
Australian Trade College North Brisbane,Scarborough,QLD,4020,Secondary,Non-Gov,40797
Australind Primary School,Australind,WA,6233,Primary,Gov,48648
Australind Senior High School,Australind,WA,6233,Secondary,Gov,48235
Autism Queensland Education & Therapy Centre,Sunnybank Hills,QLD,4109,Special,Non-Gov,40402
Autism Queensland Education & Therapy Centre - Brighton Campus,Brighton,QLD,4017,Special,Non-Gov,40870
Autism Queensland Education & Therapy Centre - East Mackay Campus,East Mackay,QLD,4740,Special,Non-Gov,53406
Autism Queensland Education & Therapy Centre - Edmonton Campus,Edmonton,QLD,4869,Special,Non-Gov,52740
Autism Queensland Education & Therapy Centre - Koongal Campus,Koongal,QLD,4701,Special,Non-Gov,53405
Autism Queensland Education & Therapy Centre - Mountain Creek Campus,Mountain Creek,QLD,4557,Special,Non-Gov,53404
Avalon Public School,Avalon Beach,NSW,2107,Primary,Gov,41251
Ave Maria College,Aberfeldie,VIC,3040,Secondary,Non-Gov,45958
Aveley North Primary School,Aveley,WA,6069,Primary,Gov,52578
Aveley Primary School,Aveley,WA,6069,Primary,Gov,50448
Aveley Secondary College,Ellenbrook,WA,6069,Secondary,Gov,52266
Avenel Primary School,Avenel,VIC,3664,Primary,Gov,44033
Avenues College,Windsor Gardens,SA,5087,Combined,Gov,49505
Avenues Education,Moorabbin,VIC,3189,Special,Gov,52149
Avenues Education - Eastern Metropolitan,Ringwood East,VIC,3135,Special,Gov,52134
Aviation High,Hendra,QLD,4011,Secondary,Gov,47466
Avila College,Mount Waverley,VIC,3149,Secondary,Non-Gov,45976
Avoca Beach Public School,Avoca Beach,NSW,2251,Primary,Gov,41856
Avoca Primary School,Avoca,VIC,3467,Primary,Gov,44032
Avoca State School,Avoca,QLD,4670,Primary,Gov,47316
Avondale Primary School,Avondale Heights,VIC,3034,Primary,Gov,44854
Avondale School,Cooranbong,NSW,2265,Combined,Non-Gov,43845
Avondale State School,Avondale,QLD,4670,Primary,Gov,46788
Avonvale Education Support Centre,Northam,WA,6401,Special,Gov,48814
Avonvale Primary School,Northam,WA,6401,Primary,Gov,48276
Awaba Public School,Awaba,NSW,2283,Primary,Gov,41857
Awabakal Environmental Education Centre,Shortland,NSW,2307,Combined,Gov,40761
Axedale Primary School,Axedale,VIC,3551,Primary,Gov,44178
Ayr State High School,Ayr,QLD,4807,Secondary,Gov,47413
Ayr State School,Ayr,QLD,4807,Primary,Gov,46709
Babakin Primary School,Babakin,WA,6428,Primary,Gov,48277
Babinda State School,Babinda,QLD,4861,Combined,Gov,47146
Bacchus Marsh College,Bacchus Marsh,VIC,3340,Secondary,Gov,45525
Bacchus Marsh Grammar - Maddingley Campus,Bacchus Marsh,VIC,3340,Combined,Non-Gov,46314
Bacchus Marsh Grammar - Staughton Vale Farm Campus,Staughton Vale,VIC,3340,Combined,Non-Gov,52624
Bacchus Marsh Grammar - Woodlea,Aintree�,VIC,3336,Combined,Non-Gov,52781
Bacchus Marsh Primary School,Bacchus Marsh,VIC,3340,Primary,Gov,44036
Back Plains State School,Back Plains,QLD,4361,Primary,Gov,46630
Baden Powell P-9 College,Hoppers Crossing,VIC,3029,Combined,Gov,45159
Baden Powell P-9 College-Tarneit Campus,Tarneit,VIC,3029,Combined,Gov,45160
Badger Creek Primary School,Healesville,VIC,3777,Primary,Gov,44584
Badgingarra Primary School,Badgingarra,WA,6521,Primary,Gov,48278
Bagdad Primary School,Bagdad,TAS,7030,Primary,Gov,40221
Baimbridge College,Hamilton,VIC,3300,Secondary,Gov,45552
Bairnsdale Christian College,Bairnsdale,VIC,3875,Combined,Non-Gov,46348
Bairnsdale Primary School,Bairnsdale,VIC,3875,Primary,Gov,44135
Bairnsdale Secondary College,Bairnsdale,VIC,3875,Secondary,Gov,45489
Bairnsdale Secondary College - Ngooloo Campus,Bairnsdale,VIC,3875,Secondary,Gov,52230
Bairnsdale West Primary School,Bairnsdale,VIC,3875,Primary,Gov,44812
Bajool State School,Bajool,QLD,4699,Primary,Gov,46937
Bakers Hill Primary School,Bakers Hill,WA,6562,Primary,Gov,48279
Bakewell Primary School,Bakewell,NT,832,Primary,Gov,50012
Balaclava State School,Mooroobool,QLD,4870,Primary,Gov,47228
Balaklava High School,Balaklava,SA,5461,Secondary,Gov,49454
Balaklava Primary School,Balaklava,SA,5461,Primary,Gov,49341
Balambalam Primary School,Clyde North,VIC,3978,Primary,Gov,53524
Balarang Public School,Oak Flats,NSW,2529,Primary,Gov,42868
Balcatta Primary School,Balcatta,WA,6021,Primary,Gov,48280
Balcatta Senior High School,Balcatta,WA,6021,Secondary,Gov,48119
Balcombe Grammar School,Mount Martha,VIC,3934,Combined,Non-Gov,46383
Bald Blair Public School,Guyra,NSW,2365,Primary,Gov,42414
Bald Face Public School,Blakehurst,NSW,2221,Primary,Gov,41065
Bald Hills State School,Bald Hills,QLD,4036,Primary,Gov,46397
Baldivis Gardens Primary School,Baldivis,WA,6171,Primary,Gov,52281
Baldivis Primary School,Baldivis,WA,6171,Primary,Gov,48281
Baldivis Secondary College,Baldivis,WA,6171,Secondary,Gov,50540
Baler Primary School,South Hedland,WA,6722,Primary,Gov,48611
Balga Primary School,Balga,WA,6061,Primary,Gov,48282
Balga Senior High School,Balga,WA,6061,Secondary,Gov,48153
Balgowlah Heights Public School,Balgowlah,NSW,2093,Primary,Gov,41248
Balgowlah North Public School,North Balgowlah,NSW,2093,Primary,Gov,41269
Balgownie Public School,Balgownie,NSW,2519,Primary,Gov,42721
Balingup Primary School,Balingup,WA,6253,Primary,Gov,48283
Ballajura Community College,Ballajura,WA,6066,Secondary,Gov,48245
Ballajura Primary School,Ballajura,WA,6066,Primary,Gov,48698
Ballam Park Primary School,Frankston,VIC,3199,Primary,Gov,44964
Ballan Primary School,Ballan,VIC,3342,Primary,Gov,44281
Ballandean State School,Ballandean,QLD,4382,Primary,Gov,47044
Ballarat Christian College,Sebastopol,VIC,3356,Combined,Non-Gov,46384
Ballarat Clarendon College,Ballarat,VIC,3350,Combined,Non-Gov,46146
Ballarat Clarendon College - Second Campus,Ballarat,VIC,3350,Combined,Non-Gov,46147
Ballarat Clarendon College - Yuulong Campus,Yuulong,VIC,3237,Combined,Non-Gov,53124
Ballarat Grammar,Wendouree,VIC,3355,Combined,Non-Gov,46166
Ballarat Grammar - Mount Rowan Campus,Mount Rowan,VIC,3352,Combined,Non-Gov,52405
Ballarat High School,Lake Gardens,VIC,3350,Secondary,Gov,45350
Ballarat North Primary School,Ballarat,VIC,3350,Primary,Gov,44790
Ballarat Primary School (Dana Street),Ballarat,VIC,3350,Primary,Gov,44038
Ballarat Specialist School,Lake Gardens,VIC,3355,Special,Gov,44831
Ballarat Specialist School - Midlands Farm Campus,Invermay Park,VIC,3350,Special,Gov,44832
Ballarat Steiner School,Mount Helen,VIC,3350,Primary,Non-Gov,46355
Balliang East Primary School,Balliang East,VIC,3340,Primary,Gov,44653
Ballimore Public School,Ballimore,NSW,2830,Primary,Gov,42941
Ballina Coast High School,Ballina,NSW,2478,Secondary,Gov,42383
Ballina Public School,Ballina,NSW,2478,Primary,Gov,42139
Balmain Public School,Balmain,NSW,2041,Primary,Gov,41130
Balmoral K-12 Community College,Balmoral,VIC,3407,Combined,Gov,45602
Balmoral State High School,Balmoral,QLD,4171,Secondary,Gov,47437
Balnarring Primary School,Balnarring,VIC,3926,Primary,Gov,44343
Balranald Central School,Balranald,NSW,2715,Combined,Gov,42535
Balwyn High School,Balwyn North,VIC,3104,Secondary,Gov,45351
Balwyn North Primary School,Balwyn North,VIC,3104,Primary,Gov,44766
Balwyn Primary School,Balwyn,VIC,3103,Primary,Gov,44181
Bambara Primary School,Padbury,WA,6025,Primary,Gov,48633
Banana State School,Banana,QLD,4702,Primary,Gov,46761
Bangalow Public School,Bangalow,NSW,2479,Primary,Gov,42140
Bangor Public School,Bangor,NSW,2234,Primary,Gov,41110
Baniyala Garrangali School,East Arnhem,NT,822,Combined,Gov,50139
Banks Public School,St Clair,NSW,2759,Primary,Gov,41769
Banksia Beach State School,Banksia Beach,QLD,4507,Primary,Gov,47396
Banksia Grove Primary School,Banksia Grove,WA,6031,Primary,Gov,48744
Banksia Montessori School,Dianella,WA,6059,Primary,Non-Gov,40834
Banksia Park International High School,Banksia Park,SA,5091,Secondary,Gov,49600
Banksia Park Primary School,Leeming,WA,6149,Primary,Gov,48697
Banksia Park School R-6,Banksia Park,SA,5091,Primary,Gov,49569
Banksia Road Public School,Greenacre,NSW,2190,Primary,Gov,41462
Banksmeadow Public School,Botany,NSW,2019,Primary,Gov,40992
Bankstown Girls High School,Bankstown,NSW,2200,Secondary,Gov,41572
Bankstown Hospital School,Bankstown,NSW,2200,Special,Gov,40806
Bankstown North Public School,Bankstown,NSW,2200,Primary,Gov,41360
Bankstown Public School,Bankstown,NSW,2200,Primary,Gov,41552
Bankstown Senior College,Bankstown,NSW,2200,Secondary,Gov,40638
Bankstown South Infants School,Bankstown,NSW,2200,Primary,Gov,40523
Bankstown West Public School,Bankstown,NSW,2200,Primary,Gov,41457
Banmira Specialist School,Shepparton,VIC,3632,Special,Gov,45052
Banmira Specialist School-Junior Campus (interim name),Shepparton,VIC,3630,Special,Gov,53435
